,Image Path,Image Name,Origin,CL,F,JH
591,http://www.vggallery.com/painting/p_0501.htm,['Self-Portrait'],"November-December, 1888",Private collection,501,1634
592,http://www.vggallery.com/painting/p_0546.htm,['Paul Gauguin (Man in a Red Beret)'],c. 1 December 1888,"Amsterdam, Van Gogh Museum",546,None
593,http://www.vggallery.com/painting/p_0665.htm,"['Schoolboy (Camille Roulin), The']","Early December, 1888","Sao Paulo, Museu de Arte de Sao Paulo",665,1879
594,http://www.vggallery.com/painting/p_0441.htm,"['Baby Marcelle Roulin, The']","December, 1888","Amsterdam, Van Gogh Museum",441,1641
595,http://www.vggallery.com/painting/p_0441a.htm,"['Baby Marcelle Roulin, The']","December, 1888",Private collection,441a,1640
596,http://www.vggallery.com/painting/p_0440.htm,"['Baby Marcelle Roulin, The']","December, 1888","Washington, National Gallery of Art",440,1639
597,http://www.vggallery.com/painting/p_0547.htm,"['Dance Hall in Arles, The']","December, 1888","Paris, Musée d'Orsay",547,1652
598,http://www.vggallery.com/painting/p_0504.htm,['La Berceuse (Augustine Roulin)'],"December, 1888","Otterlo, Kröller-Müller Museum",504,1655
599,http://www.vggallery.com/painting/p_0497.htm,"['Novel Reader, The']",c. 16 November 1888,Private collection,497,1632
600,http://www.vggallery.com/painting/p_0499.htm,"[""Paul Gauguin's Armchair""]","December, 1888","Amsterdam, Van Gogh Museum",499,1636
601,http://www.vggallery.com/painting/p_0533.htm,['Portrait of a Man'],"December, 1888","Otterlo, Kröller-Müller Museum",533,1649
602,http://www.vggallery.com/painting/p_0532.htm,['Portrait of a One-Eyed Man'],"December, 1888","Amsterdam, Van Gogh Museum",532,1650
603,http://www.vggallery.com/painting/p_0534.htm,"['Smoker, The']","December, 1888","Philadelphia, The Barnes Foundation",534,1651
604,http://www.vggallery.com/painting/p_0548.htm,['Spectators in the Arena at Arles'],"December, 1888","St. Petersburg, Hermitage",548,1653
605,http://www.vggallery.com/painting/p_0498.htm,"[""Vincent's Chair with His Pipe""]","December, 1888","London, National Gallery",498,1635
606,http://www.vggallery.com/painting/p_0536.htm,['Young Man with a Cap'],"December, 1888",Private collection,536,1648
607,http://www.vggallery.com/painting/p_0605.htm,['Crab on Its Back'],"January, 1889","Amsterdam, Van Gogh Museum",605,1663
608,http://www.vggallery.com/painting/p_0506.htm,['Madame Roulin Rocking the Cradle (La Berceuse)'],"January, 1889","Chicago, The Art Institute of Chicago",506,1670
609,http://www.vggallery.com/painting/p_0505.htm,['La Berceuse (Augustine Roulin)'],"January, 1889","New York, The Metropolitan Museum of Art",505,1669
610,http://www.vggallery.com/painting/p_0500.htm,['Portrait of Doctor Felix Rey'],"January, 1889","Moscow, Pushkin Museum",500,1659
611,http://www.vggallery.com/painting/p_0527.htm,['Self-Portrait with Bandaged Ear'],"January, 1889","London, Courtauld Institute Galleries",527,1657
612,http://www.vggallery.com/painting/p_0529.htm,['Self-Portrait with Bandaged Ear and Pipe'],"January, 1889",Zurich: Kunsthaus Zurich (on semi-permanent loan),529,1658
613,http://www.vggallery.com/painting/p_0502.htm,"['Still Life with Oranges, Lemons and Blue Gloves']","January, 1889","Washington, D.C.: National Gallery of Art",502,1664
614,http://www.vggallery.com/painting/p_0510.htm,['Still Life: Bloaters on a Piece of Yellow Paper'],"January, 1889",Private collection,510,1661
615,http://www.vggallery.com/painting/p_0604.htm,"['Still Life: Drawing Board, Pipe, Onions and Sealing-Wax']","January, 1889","Otterlo, Kröller-Müller Museum",604,1656
616,http://www.vggallery.com/painting/p_0283a.htm,['Still Life: Two Red Herrings'],"January, 1889","France, Collection Francis Junker",283a,1660
617,http://www.vggallery.com/painting/p_0458.htm,['Still Life: Vase with Fifteen Sunflowers'],"January, 1889","Amsterdam, Van Gogh Museum",458,1667
618,http://www.vggallery.com/painting/p_0457.htm,['Still Life: Vase with Fifteen Sunflowers'],"January, 1889","Tokyo, Sompo Japan Museum of Art",457,1666
619,http://www.vggallery.com/painting/p_0455.htm,['Still Life: Vase with Twelve Sunflowers'],"January, 1889","Philadelphia, The Philadelphia Museum of Art",455,1668
620,http://www.vggallery.com/painting/p_0606.htm,['Two Crabs'],"January, 1889","London, Faggionato Fine Arts",606,1662
621,http://www.vggallery.com/painting/p_0508.htm,['La Berceuse (Augustine Roulin)'],"February, 1889","Boston, Museum of Fine Arts",508,1671
622,http://www.vggallery.com/painting/p_0507.htm,['La Berceuse (Augustine Roulin)'],"March, 1889","Amsterdam, Stedelijk Museum",507,1672
623,http://www.vggallery.com/painting/p_0402.htm,['Two White Butterflies'],"Spring, 1889","Amsterdam, Van Gogh Museum",402,1677
624,http://www.vggallery.com/painting/p_0582.htm,['Clumps of Grass'],"April, 1889","Hakone, Pola Museum of Art",582,1678
625,http://www.vggallery.com/painting/p_0519.htm,"['Courtyard of the Hospital at Arles, The']","April, 1889","Winterthur, Oskar Reinhart Collection 'Am Römerholz'",519,1687
626,http://www.vggallery.com/painting/p_0584.htm,"['Field of Yellow Flowers, A']","April, 1889","Winterthur, Kunstmuseum Winterthur",584,1680
627,http://www.vggallery.com/painting/p_0460.htm,['Grass and Butterflies'],"April, 1889","France, private collection",460,1676
628,http://www.vggallery.com/painting/p_0514.htm,['La Crau with Peach Trees in Blossom'],"April, 1889","London, Courtauld Institute Galleries",514,1681
629,http://www.vggallery.com/painting/p_0516.htm,['Orchard in Blossom with View of Arles'],"April, 1889","Munich, Neue Pinakothek",516,1685
630,http://www.vggallery.com/painting/p_0520.htm,['Pollard Willows'],"April, 1889",Collection Niarchos,520,1690
631,http://www.vggallery.com/painting/p_0435.htm,['Portrait of the Postman Joseph Roulin'],"April, 1889","Philadelphia, The Barnes Foundation",435,1674
632,http://www.vggallery.com/painting/p_0436.htm,['Portrait of the Postman Joseph Roulin'],"April, 1889","New York, The Museum of Modern Art",436,1675
633,http://www.vggallery.com/painting/p_0439.htm,['Portrait of the Postman Joseph Roulin'],"April, 1889","Otterlo, Kröller-Müller Museum",439,1673
634,http://www.vggallery.com/painting/p_0517.htm,['Red Chestnuts in the Public Park at Arles'],"April, 1889",Private collection,517,1689
635,http://www.vggallery.com/painting/p_0580.htm,['Rosebush in Blossom'],"April, 1889","Tokyo, National Museum of Western Art",580,1679
636,http://www.vggallery.com/painting/p_0515.htm,['View of Arles with Trees in Blossom'],"April, 1889","Amsterdam, Van Gogh Museum",515,1683
637,http://www.vggallery.com/painting/p_0646.htm,['Ward in the Hospital in Arles'],"April, 1889","Winterthur, Oskar Reinhart Collection 'Am Römerholz'",646,1686
638,http://www.vggallery.com/painting/p_0609.htm,"['Corner in the Garden of Saint-Paul Hospital, A']","May, 1889",Location unknown,609,1693
639,http://www.vggallery.com/painting/p_0610.htm,['Great Peacock Moth'],"May, 1889","Amsterdam, Van Gogh Museum",610,1702
640,http://www.vggallery.com/painting/p_0734.htm,"['Garden of Saint-Paul Hospital, The']","May, 1889","Otterlo, Kröller-Müller Museum",734,1698
641,http://www.vggallery.com/painting/p_0601.htm,"['Iris, The']","May, 1889","Ottawa, National Gallery of Canada",601,1699
642,http://www.vggallery.com/painting/p_0608.htm,['Irises'],"May, 1889","Los Angeles, Getty Center",608,1691
643,http://www.vggallery.com/painting/p_0579.htm,['Lilacs'],"May, 1889","St. Petersburg, Hermitage",579,1692
644,http://www.vggallery.com/painting/p_0720.htm,['Field of Spring Wheat at Sunrise'],"May-June, 1889","Otterlo, Kröller-Müller Museum",720,1728
645,http://www.vggallery.com/painting/p_0723.htm,['At the Foot of the Mountains'],"Early June, 1889","Amsterdam, Van Gogh Museum",723,1722
646,http://www.vggallery.com/painting/p_0581.htm,['Field with Poppies'],"Early June, 1889","Bremen, Kunsthalle Bremen",581,1751
647,http://www.vggallery.com/painting/p_0611.htm,['Mountainous Landscape Behind Saint-Paul Hospital'],"Early June, 1889","Copenhagen, Ny Carlsberg Glyptotek",611,1723
648,http://www.vggallery.com/painting/p_0613.htm,['Cypresses'],"June, 1889","New York, The Metropolitan Museum of Art",613,1746
649,http://www.vggallery.com/painting/p_0620.htm,['Cypresses with Two Female Figures'],"June, 1889","Otterlo, Kröller-Müller Museum",620,1748
650,http://www.vggallery.com/painting/p_0718.htm,['Green Wheat Field'],"June, 1889","Zurich, Kunsthaus Zurich (on loan)",718,1727
651,http://www.vggallery.com/painting/p_0725.htm,['Le Mont Gaussier with the Mas de Saint-Paul'],"June, 1889","London, private collection",725,1744
652,http://www.vggallery.com/painting/p_0715.htm,['Olive Grove'],"June, 1889","Kansas City (Mo.), The Nelson-Atkins Museum of Fine Art",715,1759
653,http://www.vggallery.com/painting/p_0709.htm,['Olive Grove: Bright Blue Sky'],"June, 1889","Amsterdam, Van Gogh Museum",709,1760
654,http://www.vggallery.com/painting/p_0712.htm,['Olive Trees with the Alpilles in the Background'],"June, 1889","New York, Museum of Modern Art",712,1740
655,http://www.vggallery.com/painting/p_0612.htm,['Starry Night'],"June, 1889","New York, The Museum of Modern Art",612,1731
656,http://www.vggallery.com/painting/p_0719.htm,['Green Wheat Field with Cypress'],"Mid-June, 1889","Prague, Narodni Gallery",719,1725
657,http://www.vggallery.com/painting/p_0585.htm,['Olive Grove'],"Mid-June, 1889","Otterlo, Kröller-Müller Museum",585,1758
658,http://www.vggallery.com/painting/p_0717.htm,['Wheat Field with Cypresses at the Haute Galline Near Eygalieres'],"Late June, 1889","New York, The Metropolitan Museum of Art",717,1756
659,http://www.vggallery.com/painting/p_0617.htm,['Wheat Field with Reaper and Sun'],"Late June, 1889","Otterlo, Kröller-Müller Museum",617,1753
660,http://www.vggallery.com/painting/p_0735.htm,['Evening Landscape with Rising Moon'],"Early July, 1889","Otterlo, Kröller-Müller Museum",735,1761
661,http://www.vggallery.com/painting/p_0744.htm,['Entrance to a Quarry'],"Mid-July, 1889","Amsterdam, Van Gogh Museum",744,1802
662,http://www.vggallery.com/painting/p_0622.htm,['Mountains at Saint-Rémy with Dark Cottage'],"July, 1889","New York, The Solomon R. Guggenheim Museum, Justin K. Thannhauser Collection",622,1766
663,http://www.vggallery.com/painting/p_0746.htm,['Tree Trunks with Ivy'],"July, 1889","Amsterdam, Van Gogh Museum",746,1762
664,http://www.vggallery.com/painting/p_0745.htm,['Undergrowth with Ivy'],"July, 1889","Amsterdam, Van Gogh Museum",745,1764
665,http://www.vggallery.com/painting/p_0747.htm,['Tree Trunks with Ivy'],"Summer, 1889","Otterlo, Kröller-Müller Museum",747,1763
666,http://www.vggallery.com/painting/p_0625.htm,['Enclosed Field with Ploughman'],"Late August, 1889",Private collection,625,1768
667,http://www.vggallery.com/painting/p_0626.htm,['Self-Portrait'],"Late August, 1889","Washington, National Gallery of Art",626,1770
668,http://www.vggallery.com/painting/p_0484.htm,"['Bedroom, The']","Early September, 1889","Chicago, The Art Institute of Chicago",484,1771
669,http://www.vggallery.com/painting/p_0615.htm,['Wheat Field with Cypresses'],"Early September, 1889","London, National Gallery",615,1755
670,http://www.vggallery.com/painting/p_0618.htm,['Wheat Fields with Reaper at Sunrise'],"Early September, 1889","Amsterdam, Van Gogh Museum",618,1773
671,http://www.vggallery.com/painting/p_0624.htm,['Half Figure of an Angel (after Rembrandt)'],"September, 1889",Private collection,624,1778
672,http://www.vggallery.com/painting/p_0711.htm,['Olive Trees'],"September, 1889",Private collection,711,1791
673,http://www.vggallery.com/painting/p_0700.htm,['Peasant Woman Binding Sheaves (after Millet)'],"September, 1889","Amsterdam, Van Gogh Museum",700,1781
674,http://www.vggallery.com/painting/p_0697.htm,['Peasant Woman Cutting Straw (after Millet)'],"September, 1889","Amsterdam, Van Gogh Museum",697,1788
675,http://www.vggallery.com/painting/p_0698.htm,['Peasant Woman with a Rake (after Millet)'],"September, 1889",Private collection,698,1789
676,http://www.vggallery.com/painting/p_0630.htm,"['Pietà (after Delacroix), The']","September, 1889","Amsterdam, Van Gogh Museum",630,1775
677,http://www.vggallery.com/painting/p_0757.htm,"['Pietà (after Delacroix), The']","September, 1889","Rome, Musei Vaticani",757,1776
678,http://www.vggallery.com/painting/p_0531.htm,['Portrait of a Young Peasant'],"September, 1889","Rome, Galleria Nazionale d'Arte Moderna",531,1779
679,http://www.vggallery.com/painting/p_0631.htm,['Portrait of Madame Trabuc'],"September, 1889","St. Petersburg, Hermitage",631,1777
680,http://www.vggallery.com/painting/p_0629.htm,"['Portrait of Trabuc, an Attendant at Saint-Paul Hospital']","September, 1889","Solothurn, Kunstmuseum Solothurn, Dubi-Muller Foundation",629,1774
681,http://www.vggallery.com/painting/p_0687.htm,['Reaper with Sickle (after Millet)'],"September, 1889","Amsterdam, Van Gogh Museum",687,1782
682,http://www.vggallery.com/painting/p_0688.htm,"['Reaper (after Millet), The']","September, 1889",Private collection,688,1783
683,http://www.vggallery.com/painting/p_0525.htm,['Self-Portrait'],"September, 1889",Private collection,525,1665
684,http://www.vggallery.com/painting/p_0627.htm,['Self-Portrait'],"September, 1889","Paris, Musée d'Orsay",627,1772
685,http://www.vggallery.com/painting/p_0693.htm,"['Sheaf-Binder, The (after Millet)']","September, 1889","Amsterdam, Van Gogh Museum",693,1785
686,http://www.vggallery.com/painting/p_0634.htm,"['Sheep-Shearers, The (after Millet)']","September, 1889","Amsterdam, Van Gogh Museum",634,1787
687,http://www.vggallery.com/painting/p_0696.htm,"['Spinner, The']","September, 1889","Geneva, Collection Moshe Mayer",696,1786
688,http://www.vggallery.com/painting/p_0692.htm,"['Thresher (after Millet), The']","September, 1889","Amsterdam, Van Gogh Museum",692,1784
689,http://www.vggallery.com/painting/p_0483.htm,"[""Vincent's Bedroom in Arles""]","September, 1889","Paris, Musée d'Orsay",483,1793
690,http://www.vggallery.com/painting/p_0619.htm,['Wheat Field Behind Saint-Paul Hospital with a Reaper'],"September, 1889","Essen, Museum Folkwang",619,1792
691,http://www.vggallery.com/painting/p_0743.htm,['Wheat Field with Cypresses'],"September, 1889",Collection Niarchos,743,1790
692,http://www.vggallery.com/painting/p_0641.htm,['Enclosed Wheat Field with Peasant'],"Early October, 1889","Indianapolis, Indianapolis Museum of Art",641,1795
693,http://www.vggallery.com/painting/p_0635.htm,['Entrance to a Quarry near Saint-Rémy'],"October, 1889",Private collection,635,1767
694,http://www.vggallery.com/painting/p_0706.htm,['Field with Ploughman and Mill'],"October, 1889","Boston, Museum of Fine Arts",706,1794
695,http://www.vggallery.com/painting/p_0640.htm,"['Garden of Saint-Paul Hospital, The']","October, 1889",Private collection,640,1800
696,http://www.vggallery.com/painting/p_0730.htm,"['Garden of Saint-Paul Hospital, The']","October, 1889",Private collection,730,1841
697,http://www.vggallery.com/painting/p_0645.htm,['Les Peiroulets Ravine'],"October, 1889","Amsterdam, Van Gogh Museum",645,1803
698,http://www.vggallery.com/painting/p_0662.htm,['Les Peiroulets Ravine'],"October, 1889","Boston, Museum of Fine Arts",662,1804
699,http://www.vggallery.com/painting/p_0644.htm,"['Man is at Sea (after Demont-Breton), The']","October, 1889",Private collection,644,1805
700,http://www.vggallery.com/painting/p_0637.htm,"['Mulberry Tree, The']","October, 1889","Pasadena (Cal.), Norton Simon Museum of Art",637,1796
701,http://www.vggallery.com/painting/p_0703.htm,['Portrait of a Patient in Saint-Paul Hospital'],"October, 1889","Amsterdam, Van Gogh Museum",703,1832
702,http://www.vggallery.com/painting/p_0643.htm,['Trees in the Garden of Saint-Paul Hospital'],"October, 1889","Los Angeles, The Armand Hammer Museum of Art",643,1799
703,http://www.vggallery.com/painting/p_0731.htm,['Trees in the Garden of Saint-Paul Hospital'],"October, 1889",Private collection,731,1801
704,http://www.vggallery.com/painting/p_0642.htm,['Trees in the Garden of Saint-Paul Hospital'],"October, 1889","Switzerland, private collection",642,1798
705,http://www.vggallery.com/painting/p_0648.htm,['Two Peasants Digging (after Millet)'],"October, 1889","Amsterdam, Stedelijk Museum",648,1833
706,http://www.vggallery.com/painting/p_0638.htm,['Two Poplars on a Road Through the Hills'],"October, 1889","Cleveland, The Cleveland Museum of Art",638,1797
707,http://www.vggallery.com/painting/p_0803.htm,['View of the Church of Saint-Paul-de-Mausole'],"October, 1889",Private collection,803,2124
708,http://www.vggallery.com/painting/p_0651.htm,"['Walk: Falling Leaves, The']","October, 1889","Amsterdam, Van Gogh Museum",651,1844
709,http://www.vggallery.com/painting/p_0647.htm,['Evening: The Watch (after Millet)'],"Late October, 1889","Amsterdam, Van Gogh Museum",647,1834
710,http://www.vggallery.com/painting/p_0690.htm,"['Sower, The (after Millet)']","Late October, 1889",Collection Niarchos,690,1837
711,http://www.vggallery.com/painting/p_0689.htm,"['Sower, The (after Millet)']","October-November, 1889","Otterlo, Kröller-Müller Museum",689,1836
712,http://www.vggallery.com/painting/p_0650.htm,['Wheat Field in Rain'],"Early November, 1889","Philadelphia, The Philadelphia Museum of Art",650,1839
713,http://www.vggallery.com/painting/p_0649.htm,['Evening: The End of the Day (after Millet)'],"November, 1889","Komaki, Menard Art Museum",649,1835
714,http://www.vggallery.com/painting/p_0733.htm,"['Garden of Saint-Paul Hospital with Figure, The']","November, 1889","Otterlo, Kröller-Müller Museum",733,1845
715,http://www.vggallery.com/painting/p_0660.htm,"['Garden of Saint-Paul Hospital, The']","November, 1889","Essen, Museum Folkwang",660,1849
716,http://www.vggallery.com/painting/p_0818.htm,['Landscape with Trees and Figures'],"November, 1889","Baltimore, The Baltimore Museum of Art, The Cone Collection",818,1848
717,http://www.vggallery.com/painting/p_0586.htm,['Olive Grove: Orange Sky'],"November, 1889","Goteborg, Goteborgs Konstmuseum",586,1854
718,http://www.vggallery.com/painting/p_0708.htm,['Olive Grove: Pale Blue Sky'],"November, 1889","New York, Metropolitan Museum of Art (on loan, anticipated bequest of Walker H. Annenberg)",708,1855
719,http://www.vggallery.com/painting/p_0710.htm,['Olive Trees with Yellow Sky and Sun'],"November, 1889","Minneapolis, The Minneapolis Institute of Art",710,1856
720,http://www.vggallery.com/painting/p_0714.htm,['Olive Trees: Bright Blue Sky'],"November, 1889","Edinburgh, National Gallery of Scotland",714,1858
721,http://www.vggallery.com/painting/p_0652.htm,['Pine Trees against a Red Sky with Setting Sun'],"November, 1889","Otterlo, Kröller-Müller Museum",652,1843
722,http://www.vggallery.com/painting/p_0653.htm,['Pine Trees with Figure in the Garden of Saint-Paul Hospital'],"November, 1889","Paris, Musée d'Orsay",653,1840
723,http://www.vggallery.com/painting/p_0657.htm,"['Road Menders, The']","November, 1889","Cleveland, The Cleveland Museum of Art",657,1860
724,http://www.vggallery.com/painting/p_0658.htm,"['Road Menders, The']","November, 1889","Washington, The Phillips Collection",658,1861
725,http://www.vggallery.com/painting/p_0699.htm,"['Shepherdess, The (after Millet)']","November, 1889","Tel Aviv, Tel Aviv Museum, loaned by Moshe Mayer, Geneva",699,1838
726,http://www.vggallery.com/painting/p_0732.htm,"['Stone Bench in the Garden of Saint-Paul Hospital, The']","November, 1889","Sao Paulo, Museu de Arte de Sao Paulo",732,1842
727,http://www.vggallery.com/painting/p_0742.htm,['Study of Pine Trees'],"November, 1889","Otterlo, Kröller-Müller Museum",742,1846
728,http://www.vggallery.com/painting/p_0701.htm,['Two Diggers among Trees'],"November-December, 1889","Detroit, The Detroit Institute of Arts",701,1847
729,http://www.vggallery.com/painting/p_0707.htm,['Olive Grove'],"November-December, 1889","Amsterdam, Van Gogh Museum",707,1857
730,http://www.vggallery.com/painting/p_0716.htm,['Olive Trees against a Slope of a Hill'],"November-December, 1889","Amsterdam, Van Gogh Museum",716,1878
731,http://www.vggallery.com/painting/p_0722.htm,['Wheat Field Behind Saint-Paul Hospital'],"November-December, 1889","Richmond (Va.), Virginia Museum of Fine Arts, Collection of Mr. and Mrs. Paul Mellon",722,1872
732,http://www.vggallery.com/painting/p_0737.htm,['Enclosed Field with Rising Sun'],"December, 1889",Private collection,737,1862
733,http://www.vggallery.com/painting/p_0739.htm,['Field with Two Rabbits'],"December, 1889","Amsterdam, Van Gogh Museum",739,1876
734,http://www.vggallery.com/painting/p_0659.htm,"['Garden of Saint-Paul Hospital, The']","December, 1889","Amsterdam, Van Gogh Museum",659,1850
735,http://www.vggallery.com/painting/p_0726.htm,['Landscape in the Neighbourhood of Saint-Rémy'],"December, 1889",Location unknown (stolen in 1989),726,1874
736,http://www.vggallery.com/painting/p_0663.htm,['Landscape with Olive Tree and Mountains in the Background'],"December, 1889",Private collection,663,1866
737,http://www.vggallery.com/painting/p_0661.htm,['Les Peiroulets Ravine'],"December, 1889","Otterlo, Kröller-Müller Museum",661,1871
738,http://www.vggallery.com/painting/p_0721.htm,"['Meadow in the Mountains: Le Mas de Saint-Paul, A']","December, 1889","Otterlo, Kröller-Müller Museum",721,1864
739,http://www.vggallery.com/painting/p_0587.htm,['Olive Grove with Picking Figures'],"December, 1889","Otterlo, Kröller-Müller Museum",587,1853
740,http://www.vggallery.com/painting/p_0654.htm,['Olive Picking'],"December, 1889","Athens, Basil and Elise Goulandris Museum of Contemporary Art",654,1868
741,http://www.vggallery.com/painting/p_0655.htm,['Olive Picking'],"December, 1889","New York, Metropolitan Museum of Art",655,1869
742,http://www.vggallery.com/painting/p_0656.htm,['Olive Picking'],"December, 1889","Washington, National Gallery of Art",656,1870
743,http://www.vggallery.com/painting/p_0728.htm,"['Road at Saint-Remy with Female Figure, A']","December, 1889","Kasama (Japan), Kasama Nichido Museum of Art",728,1875
744,http://www.vggallery.com/painting/p_0727.htm,['Valley with Ploughman Seen from Above'],"December, 1889","St. Petersburg, Hermitage",727,1877
745,http://www.vggallery.com/painting/p_0623.htm,['Wooden Sheds'],"December, 1889","Brussels, private collection",623,1873
746,http://www.vggallery.com/painting/p_0664.htm,"['White Cottage Among the Olive Trees, The']","December, 1889","Japan, private collection",664,1865
747,http://www.vggallery.com/painting/p_0684.htm,['Morning: Peasant Couple Going to Work (after Millet)'],"January, 1890","St. Petersburg, Hermitage",684,1880
748,http://www.vggallery.com/painting/p_0686.htm,['Noon: Rest from Work (after Millet)'],"January, 1890","Paris, Musée d'Orsay",686,1881
749,http://www.vggallery.com/painting/p_0632.htm,"['Plough and the Harrow (after Millet), The']","January, 1890","Amsterdam, Van Gogh Museum",632,1882
750,http://www.vggallery.com/painting/p_0671.htm,['Blossoming Almond Tree'],"February, 1890","Amsterdam, Van Gogh Museum",671,1891
751,http://www.vggallery.com/painting/p_0621.htm,['Cypresses and Two Women'],"February, 1890","Amsterdam, Van Gogh Museum",621,1888
752,http://www.vggallery.com/painting/p_0667.htm,"['Drinkers, The']","February, 1890","Chicago, The Art Institute of Chicago",667,1884
753,http://www.vggallery.com/painting/p_0541.htm,"[""L'Arlesienne (Madame Ginoux)""]","February, 1890","Otterlo, Kröller-Müller Museum",541,1893
754,http://www.vggallery.com/painting/p_0540.htm,"[""L'Arlesienne (Madame Ginoux)""]","February, 1890","Rome, Galleria Nazionale d'Arte Moderna",540,1892
755,http://www.vggallery.com/painting/p_0542.htm,"[""L'Arlesienne (Madame Ginoux)""]","February, 1890","Sao Paulo, Museu de Arte de Sao Paulo",542,1894
756,http://www.vggallery.com/painting/p_0543.htm,"[""L'Arlesienne (Madame Ginoux)""]","February, 1890",Private collection,543,1895
757,http://www.vggallery.com/painting/p_0674.htm,['Thatched Cottages in the Sunshine: Reminiscence of the North'],"February, 1890","Philadelphia, The Barnes Foundation",674,1920
758,http://www.vggallery.com/painting/p_0675.htm,['Cottages and Cypresses: Reminiscence of the North'],"March-April, 1890","Amsterdam, Van Gogh Museum",675,1921
759,http://www.vggallery.com/painting/p_0673.htm,['Cottages: Reminiscence of the North'],"March-April, 1890",Private collection,673,1919
760,http://www.vggallery.com/painting/p_0694.htm,['Peasants Lifting Potatoes'],"March-April, 1890",Private collection,694,1922
761,http://www.vggallery.com/painting/p_0695.htm,['Two Peasant Women Digging in Field with Snow'],"March-April, 1890","Zurich, Foundation E.G. Bührle",695,1923
762,http://www.vggallery.com/painting/p_0702.htm,['Old Man in Sorrow (On the Threshold of Eternity)'],"April-May, 1890","Otterlo, Kröller-Müller Museum",702,1967
763,http://www.vggallery.com/painting/p_0676.htm,['Pine Trees and Dandelions in the Garden of Saint-Paul Hospital'],"April-May, 1890","Otterlo, Kröller-Müller Museum",676,1970
764,http://www.vggallery.com/painting/p_0748.htm,['Poppies and Butterflies'],"April-May, 1890","Amsterdam, Van Gogh Museum",748,2013
765,http://www.vggallery.com/painting/p_0749.htm,['Roses and Beetle'],"April-May, 1890","Amsterdam, Van Gogh Museum",749,2012
766,http://www.vggallery.com/painting/p_0597.htm,['Wild Roses'],"April-May, 1890","Amsterdam, Van Gogh Museum",597,2011
767,http://www.vggallery.com/painting/p_0633.htm,"['Good Samaritan (after Delacroix), The']","May, 1890","Otterlo, Kröller-Müller Museum",633,1974
768,http://www.vggallery.com/painting/p_0807.htm,['Green Wheat Fields'],"May, 1890","Washington, D.C.: National Gallery of Art",807,1980
769,http://www.vggallery.com/painting/p_0704.htm,['Landscape with Couple Walking and Crescent Moon'],"May, 1890","Sao Paulo, Museu de Arte de Sao Paulo",704,1981
770,http://www.vggallery.com/painting/p_0672.htm,['Meadow in the Garden of Saint-Paul Hospital'],"May, 1890","London, National Gallery",672,1975
771,http://www.vggallery.com/painting/p_0677.htm,"['Raising of Lazarus (after Rembrandt), The']","May, 1890","Amsterdam, Van Gogh Museum",677,1972
772,http://www.vggallery.com/painting/p_0682.htm,['Still Life: Pink Roses in a Vase'],"May, 1890","New York, The Metropolitan Museum of Art",682,1979
773,http://www.vggallery.com/painting/p_0680.htm,['Still Life: Vase with Irises'],"May, 1890","New York, The Metropolitan Museum of Art",680,1978
774,http://www.vggallery.com/painting/p_0678.htm,['Still Life: Vase with Irises Against a Yellow Background'],"May, 1890","Amsterdam, Van Gogh Museum",678,1977
775,http://www.vggallery.com/painting/p_0681.htm,['Still Life: Vase with Roses'],"May, 1890","Washington, National Gallery of Art",681,1976
776,http://www.vggallery.com/painting/p_0683.htm,['Road with Cypress and Star'],"12-15 May, 1890","Otterlo, Kröller-Müller Museum",683,1982
777,http://www.vggallery.com/painting/p_0820.htm,['Blossoming Chestnut Branches'],"May, 1890","Zurich, Foundation E.G. Bührle",820,2010
778,http://www.vggallery.com/painting/p_0752.htm,['Chestnut Tree in Blossom'],"May, 1890","Otterlo, Kröller-Müller Museum",752,1991
779,http://www.vggallery.com/painting/p_0751.htm,['Chestnut Trees in Blossom'],"May, 1890","South America, private collection",751,1992
780,http://www.vggallery.com/painting/p_0755.htm,"[""Doctor Gachet's Garden in Auvers""]","May, 1890","Paris, Musée d'Orsay",755,1999
781,http://www.vggallery.com/painting/p_0794.htm,"['House of Pere Eloi, The']","May, 1890","Switzerland, private collection",794,2002
782,http://www.vggallery.com/painting/p_0791.htm,"['House of Pere Pilon, The']","May, 1890",Collection Niarchos,791,1995
783,http://www.vggallery.com/painting/p_0805.htm,['Houses in Auvers'],"May, 1890","Boston, Museum of Fine Arts",805,1989
784,http://www.vggallery.com/painting/p_0750.htm,['Thatched Cottages'],"May, 1890","St. Petersburg, Hermitage",750,1984
785,http://www.vggallery.com/painting/p_0797.htm,['View of Vessenots Near Auvers'],"May, 1890","Madrid, Museo Thyssen-Bornemisza",797,2003
786,http://www.vggallery.com/painting/p_0802.htm,['Village Street in Auvers'],"May, 1890","Helsinki, Ateneum Art Museum",802,2001
787,http://www.vggallery.com/painting/p_0795.htm,['Village Street and Steps in Auvers with Figures'],"Late May, 1890","St. Louis, The Saint Louis Art Museum",795,2111
788,http://www.vggallery.com/painting/p_0806.htm,['Farmhouse with Two Figures'],"May-June, 1890","Amsterdam, Van Gogh Museum",806,2017
789,http://www.vggallery.com/painting/p_0799.htm,['View of Auvers'],"May-June, 1890","Amsterdam, Van Gogh Museum",799,2004
790,http://www.vggallery.com/painting/p_0796.htm,['Village Street and Steps in Auvers with Two Figures'],"May-June, 1890","Japan, private collection",796,2110
